from,to,meters,highway,surface,incline,sidewalk,maxspeed,name
osm4527217260,osm461499175,2.16,footway,concrete,,,,
osm4527217260,osm461499173,2.16,footway,concrete,,,,
osm461499173,osm4527217260,2.16,footway,concrete,,,,
osm461499173,osm463123819,35.47,footway,concrete,,,,
osm463123819,osm461499173,35.47,footway,concrete,,,,
osm463123819,osm463123795,46.68,footway,concrete,,,,
osm463123795,osm463123819,46.68,footway,concrete,,,,
osm463123795,osm4055612813,35.52,footway,concrete,,,,
osm4055612813,osm463123795,35.52,footway,concrete,,,,
osm4055612813,osm463123799,11.95,footway,concrete,,,,
osm463123799,osm4055612813,11.95,footway,concrete,,,,
osm2993379343,osm3100649336,33.55,footway,,,,,
osm3100649336,osm2993379343,33.55,footway,,,,,
osm3100649336,osm463123795,12.76,footway,,,,,
osm463123795,osm3100649336,12.76,footway,,,,,
osm463123854,osm2993377990,12.24,steps,,,,,
osm2993377990,osm463123854,12.24,steps,,,,,
osm463123869,osm463123872,10.93,steps,concrete,down,,,
osm463123872,osm463123869,10.93,steps,concrete,down,,,
osm463123861,osm463123865,18.58,footway,concrete,,,,
osm463123865,osm463123861,18.58,footway,concrete,,,,
osm463123865,osm4055579563,2.67,footway,concrete,,,,
osm4055579563,osm463123865,2.67,footway,concrete,,,,
osm4055579563,osm463123869,10.97,footway,concrete,,,,
osm463123869,osm4055579563,10.97,footway,concrete,,,,
osm463123861,osm463123876,17.6,footway,concrete,,,,
osm463123876,osm463123861,17.6,footway,concrete,,,,
osm463123876,osm463123879,11.94,footway,concrete,,,,
osm463123879,osm463123876,11.94,footway,concrete,,,,
osm463123880,osm463123883,4.52,steps,concrete,up,,,
osm463123883,osm463123880,4.52,steps,concrete,up,,,
osm463123883,osm463123882,3.01,footway,concrete,,,,
osm463123882,osm463123883,3.01,footway,concrete,,,,
osm463123882,osm463123890,17.43,footway,concrete,,,,
osm463123890,osm463123882,17.43,footway,concrete,,,,
osm463123890,osm463123908,83.66,footway,concrete,,,,
osm463123908,osm463123890,83.66,footway,concrete,,,,
osm463123908,osm2995304250,7.7,footway,concrete,,,,
osm2995304250,osm463123908,7.7,footway,concrete,,,,
osm2995304250,osm463123910,5.86,footway,concrete,,,,
osm463123910,osm2995304250,5.86,footway,concrete,,,,
osm463123910,osm463123917,26.36,footway,concrete,,,,
osm463123917,osm463123910,26.36,footway,concrete,,,,
osm463123879,osm463123886,7.63,steps,concrete,up,,,
osm463123886,osm463123879,7.63,steps,concrete,up,,,
osm463123886,osm463124067,4.11,footway,concrete,,,,
osm463124067,osm463123886,4.11,footway,concrete,,,,
osm463124067,osm463123880,8.08,footway,concrete,,,,
osm463123880,osm463124067,8.08,footway,concrete,,,,
osm463123917,osm2995304282,4.37,footway,concrete,,,,
osm2995304282,osm463123917,4.37,footway,concrete,,,,
osm463123908,osm2995298932,30.48,footway,,,,,
osm2995298932,osm463123908,30.48,footway,,,,,
osm2995298932,osm3229190381,2.08,footway,,,,,
osm3229190381,osm2995298932,2.08,footway,,,,,
osm3229190381,osm463123925,29.8,footway,,,,,
osm463123925,osm3229190381,29.8,footway,,,,,
osm463123925,osm3100649337,19.53,footway,,,,,
osm3100649337,osm463123925,19.53,footway,,,,,
osm3100649337,osm463123799,48.17,footway,,,,,
osm463123799,osm3100649337,48.17,footway,,,,,
osm442807790,osm463124116,5.69,service,,,,,
osm463124116,osm442807790,5.69,service,,,,,
osm463124116,osm463124016,43.11,service,,,,,
osm463124016,osm463124116,43.11,service,,,,,
osm463123890,osm463124036,26.23,footway,concrete,,,,
osm463124036,osm463123890,26.23,footway,concrete,,,,
osm463124036,osm463124042,58.3,footway,concrete,,,,
osm463124042,osm463124036,58.3,footway,concrete,,,,
osm463124042,osm2993379366,42.52,footway,concrete,,,,
osm2993379366,osm463124042,42.52,footway,concrete,,,,
osm2993379366,osm463124049,4.45,footway,concrete,,,,
osm463124049,osm2993379366,4.45,footway,concrete,,,,
osm463123882,osm463124036,15.57,footway,concrete,,,,
osm463124036,osm463123882,15.57,footway,concrete,,,,
osm463124036,osm2993379336,40.88,footway,concrete,,,,
osm2993379336,osm463124036,40.88,footway,concrete,,,,
osm2993379336,osm463124067,64.51,footway,concrete,,,,
osm463124067,osm2993379336,64.51,footway,concrete,,,,
osm461489749,osm4055579564,2.95,footway,concrete,,,,
osm4055579564,osm461489749,2.95,footway,concrete,,,,
osm4055579564,osm1752049560,43.87,footway,concrete,,,,
osm1752049560,osm4055579564,43.87,footway,concrete,,,,
osm1752049560,osm2993378006,21.86,footway,concrete,,,,
osm2993378006,osm1752049560,21.86,footway,concrete,,,,
osm2993378006,osm2993379360,26.58,footway,concrete,,,,
osm2993379360,osm2993378006,26.58,footway,concrete,,,,
osm2993379360,osm463124094,3.6,footway,concrete,,,,
osm463124094,osm2993379360,3.6,footway,concrete,,,,
osm463124094,osm463124049,4.46,footway,concrete,,,,
osm463124049,osm463124094,4.46,footway,concrete,,,,
osm463124049,osm463124107,80.31,footway,concrete,,,,
osm463124107,osm463124049,80.31,footway,concrete,,,,
osm463124107,osm463124110,5.44,footway,concrete,,,,
osm463124110,osm463124107,5.44,footway,concrete,,,,
osm463124110,osm3887300281,68.4,footway,concrete,,,,
osm3887300281,osm463124110,68.4,footway,concrete,,,,
osm442813381,osm442807840,199.48,footway,gravel,,,,
osm442807840,osm442813381,199.48,footway,gravel,,,,
osm2987142698,osm463131346,7.47,footway,concrete,,,,
osm463131346,osm2987142698,7.47,footway,concrete,,,,
osm463131346,osm463131351,25.6,footway,concrete,,,,
osm463131351,osm463131346,25.6,footway,concrete,,,,
osm463131351,osm2987142692,9.55,footway,concrete,,,,
osm2987142692,osm463131351,9.55,footway,concrete,,,,
osm53703066,osm465144340,3.92,service,,,,,
osm465144340,osm53703066,3.92,service,,,,,
osm465144340,osm465144335,36.46,service,,,,,
osm465144335,osm465144340,36.46,service,,,,,
osm465144335,osm465144281,5.45,service,,,,,
osm465144281,osm465144335,5.45,service,,,,,
osm465144328,osm465144402,43.79,footway,concrete,,,,
osm465144402,osm465144328,43.79,footway,concrete,,,,
osm465144402,osm3100613326,32.77,footway,concrete,,,,
osm3100613326,osm465144402,32.77,footway,concrete,,,,
osm3100613326,osm2804394921,7.28,footway,concrete,,,,
osm2804394921,osm3100613326,7.28,footway,concrete,,,,
osm2804394921,osm2804394924,3.43,footway,concrete,,,,
osm2804394924,osm2804394921,3.43,footway,concrete,,,,
osm2804394924,osm3100613730,4.91,footway,concrete,,,,
osm3100613730,osm2804394924,4.91,footway,concrete,,,,
osm3100613730,osm465144410,36.09,footway,concrete,,,,
osm465144410,osm3100613730,36.09,footway,concrete,,,,
osm465144410,osm465144366,47.09,footway,concrete,,,,
osm465144366,osm465144410,47.09,footway,concrete,,,,
osm465144366,osm3160340947,8.16,footway,concrete,,,,
osm3160340947,osm465144366,8.16,footway,concrete,,,,
osm3160340947,osm11954157926,6.0,footway,concrete,,,,
osm11954157926,osm3160340947,6.0,footway,concrete,,,,
osm11954157926,osm2990318267,14.48,footway,concrete,,,,
osm2990318267,osm11954157926,14.48,footway,concrete,,,,
osm2990318267,osm465144333,29.48,footway,concrete,,,,
osm465144333,osm2990318267,29.48,footway,concrete,,,,
osm465144333,osm11954157935,18.96,footway,concrete,,,,
osm11954157935,osm465144333,18.96,footway,concrete,,,,
osm11954157935,osm2990318268,25.2,footway,concrete,,,,
osm2990318268,osm11954157935,25.2,footway,concrete,,,,
osm2990318268,osm2534595017,24.97,footway,concrete,,,,
osm2534595017,osm2990318268,24.97,footway,concrete,,,,
osm2534595017,osm465144334,4.99,footway,concrete,,,,
osm465144334,osm2534595017,4.99,footway,concrete,,,,
osm465144334,osm2708071926,43.38,footway,concrete,,,,
osm2708071926,osm465144334,43.38,footway,concrete,,,,
osm2708071926,osm9709132672,1.48,footway,concrete,,,,
osm9709132672,osm2708071926,1.48,footway,concrete,,,,
osm9709132672,osm2708071919,15.95,footway,concrete,,,,
osm2708071919,osm9709132672,15.95,footway,concrete,,,,
osm2708071919,osm3101265722,13.09,footway,concrete,,,,
osm3101265722,osm2708071919,13.09,footway,concrete,,,,
osm3101265722,osm2708071939,25.59,footway,concrete,,,,
osm2708071939,osm3101265722,25.59,footway,concrete,,,,
osm2708071939,osm2708071932,12.3,footway,concrete,,,,
osm2708071932,osm2708071939,12.3,footway,concrete,,,,
osm2708071932,osm465144335,4.06,footway,concrete,,,,
osm465144335,osm2708071932,4.06,footway,concrete,,,,
osm465144335,osm4316526820,26.85,footway,concrete,,,,
osm4316526820,osm465144335,26.85,footway,concrete,,,,
osm4316526820,osm465144338,29.53,footway,concrete,,,,
osm465144338,osm4316526820,29.53,footway,concrete,,,,
osm465144338,osm2988749239,0.77,footway,concrete,,,,
osm2988749239,osm465144338,0.77,footway,concrete,,,,
osm2988749239,osm465144339,35.36,footway,concrete,,,,
osm465144339,osm2988749239,35.36,footway,concrete,,,,
osm465144339,osm465144340,57.09,footway,,,,,
osm465144340,osm465144339,57.09,footway,,,,,
osm53703066,osm465144342,2.42,footway,,,,,
osm465144342,osm53703066,2.42,footway,,,,,
osm465144342,osm3101265718,21.65,footway,,,,,
osm3101265718,osm465144342,21.65,footway,,,,,
osm3101265718,osm3101265710,11.32,footway,,,,,
osm3101265710,osm3101265718,11.32,footway,,,,,
osm3101265710,osm465144343,20.56,footway,,,,,
osm465144343,osm3101265710,20.56,footway,,,,,
osm465144343,osm2988748370,20.62,footway,,,,,
osm2988748370,osm465144343,20.62,footway,,,,,
osm465144343,osm465144345,27.4,footway,,,,,
osm465144345,osm465144343,27.4,footway,,,,,
osm11954157903,osm11954157908,85.66,footway,,,,,
osm11954157908,osm11954157903,85.66,footway,,,,,
osm11954157908,osm2988749236,12.72,footway,,,,,
osm2988749236,osm11954157908,12.72,footway,,,,,
osm2988749236,osm3101265730,35.48,footway,,,,,
osm3101265730,osm2988749236,35.48,footway,,,,,
osm465144367,osm3160340947,12.31,service,,,,,
osm3160340947,osm465144367,12.31,service,,,,,
osm3160340947,osm465144368,45.26,service,,,,,
osm465144368,osm3160340947,45.26,service,,,,,
osm2990318297,osm11954157914,13.69,footway,,,,,
osm11954157914,osm2990318297,13.69,footway,,,,,
osm11954157914,osm2990318295,10.22,footway,,,,,
osm2990318295,osm11954157914,10.22,footway,,,,,
osm2990318295,osm2990318296,18.06,footway,,,,,
osm2990318296,osm2990318295,18.06,footway,,,,,
osm465144389,osm465144390,41.46,footway,concrete,,,,
osm465144390,osm465144389,41.46,footway,concrete,,,,
osm465144391,osm465144392,8.34,service,asphalt,,,,
osm465144392,osm465144391,8.34,service,asphalt,,,,
osm465144392,osm465144393,8.32,service,asphalt,,,,
osm465144393,osm465144392,8.32,service,asphalt,,,,
osm465144402,osm2804394922,54.22,footway,concrete,,,,
osm2804394922,osm465144402,54.22,footway,concrete,,,,
osm2804394922,osm2804394923,4.37,footway,concrete,,,,
osm2804394923,osm2804394922,4.37,footway,concrete,,,,
osm2804394923,osm465144410,55.62,footway,concrete,,,,
osm465144410,osm2804394923,55.62,footway,concrete,,,,
osm466208823,osm1705053567,95.18,footway,unpaved,,,,B3-B4
osm1705053567,osm466208823,95.18,footway,unpaved,,,,B3-B4
osm5390971749,osm466208895,90.34,footway,unpaved,,,,T1-U1
osm466208895,osm5390971749,90.34,footway,unpaved,,,,T1-U1
osm439982895,osm1705053530,65.19,footway,unpaved,,,,B3-A3
osm1705053530,osm439982895,65.19,footway,unpaved,,,,B3-A3
osm1705053530,osm466208823,204.53,footway,unpaved,,,,B3-A3
osm466208823,osm1705053530,204.53,footway,unpaved,,,,B3-A3
osm466208823,osm469282352,138.54,footway,dirt,,,,C1-B3
osm469282352,osm466208823,138.54,footway,dirt,,,,C1-B3
osm469603287,osm469603288,10.46,residential,asphalt,,,,Lathrop Drive
osm469603288,osm469603287,10.46,residential,asphalt,,,,Lathrop Drive
osm469603288,osm12740436898,34.77,residential,asphalt,,,,Lathrop Drive
osm12740436898,osm469603288,34.77,residential,asphalt,,,,Lathrop Drive
osm12740436898,osm5479314705,18.01,residential,asphalt,,,,Lathrop Drive
osm5479314705,osm12740436898,18.01,residential,asphalt,,,,Lathrop Drive
osm5479314705,osm12740612218,24.34,residential,asphalt,,,,Lathrop Drive
osm12740612218,osm5479314705,24.34,residential,asphalt,,,,Lathrop Drive
osm12740612218,osm2993433387,13.61,residential,asphalt,,,,Lathrop Drive
osm2993433387,osm12740612218,13.61,residential,asphalt,,,,Lathrop Drive
osm2993433387,osm3229190391,46.73,residential,asphalt,,,,Lathrop Drive
osm3229190391,osm2993433387,46.73,residential,asphalt,,,,Lathrop Drive
osm3229190391,osm3100613753,31.91,residential,asphalt,,,,Lathrop Drive
osm3100613753,osm3229190391,31.91,residential,asphalt,,,,Lathrop Drive
osm3100613753,osm469603298,52.11,residential,asphalt,,,,Lathrop Drive
osm469603298,osm3100613753,52.11,residential,asphalt,,,,Lathrop Drive
osm469603298,osm12752880737,4.68,service,,,,,Lincoln Drive
osm12752880737,osm469603298,4.68,service,,,,,Lincoln Drive
osm12752880737,osm3100613735,9.82,service,,,,,Lincoln Drive
osm3100613735,osm12752880737,9.82,service,,,,,Lincoln Drive
osm3100613735,osm1857568245,49.49,service,,,,,Lincoln Drive
osm1857568245,osm3100613735,49.49,service,,,,,Lincoln Drive
osm1857568245,osm2995292524,13.19,service,,,,,Lincoln Drive
osm2995292524,osm1857568245,13.19,service,,,,,Lincoln Drive
osm469603316,osm469603318,44.73,footway,concrete,,,,
osm469603318,osm469603316,44.73,footway,concrete,,,,
osm469603318,osm469603319,7.34,footway,concrete,,,,
osm469603319,osm469603318,7.34,footway,concrete,,,,
osm1752697682,osm5479252495,39.78,footway,concrete,,,,
osm5479252495,osm1752697682,39.78,footway,concrete,,,,
osm469603330,osm2804538782,5.42,steps,concrete,up,,,
osm2804538782,osm469603330,5.42,steps,concrete,up,,,
osm2804538782,osm2995292450,11.32,steps,concrete,up,,,
osm2995292450,osm2804538782,11.32,steps,concrete,up,,,
osm469603332,osm2804538783,5.68,steps,concrete,,,,
osm2804538783,osm469603332,5.68,steps,concrete,,,,
osm2804538783,osm2995292451,11.18,steps,concrete,,,,
osm2995292451,osm2804538783,11.18,steps,concrete,,,,
osm469603334,osm13401648710,10.24,footway,concrete:plates,,,,
osm13401648710,osm469603334,10.24,footway,concrete:plates,,,,
osm13401648710,osm469603344,13.63,footway,concrete:plates,,,,
osm469603344,osm13401648710,13.63,footway,concrete:plates,,,,
osm469603344,osm13401648708,31.41,footway,concrete:plates,,,,
osm13401648708,osm469603344,31.41,footway,concrete:plates,,,,
osm13401648708,osm2993433364,20.04,footway,concrete:plates,,,,
osm2993433364,osm13401648708,20.04,footway,concrete:plates,,,,
osm2993433364,osm13266067492,4.02,footway,concrete:plates,,,,
osm13266067492,osm2993433364,4.02,footway,concrete:plates,,,,
osm469603353,osm469603363,7.19,footway,concrete,,,,
osm469603363,osm469603353,7.19,footway,concrete,,,,
osm469603363,osm469603366,21.49,footway,concrete,,,,
osm469603366,osm469603363,21.49,footway,concrete,,,,
osm469603366,osm469603367,5.17,footway,concrete,,,,
osm469603367,osm469603366,5.17,footway,concrete,,,,
osm469603367,osm469603369,6.3,footway,concrete,,,,
osm469603369,osm469603367,6.3,footway,concrete,,,,
osm469603369,osm2993430875,11.59,footway,concrete,,,,
osm2993430875,osm469603369,11.59,footway,concrete,,,,
osm2993430875,osm469603371,4.93,footway,concrete,,,,
osm469603371,osm2993430875,4.93,footway,concrete,,,,
osm469603371,osm469603353,19.31,footway,concrete,,,,
osm469603353,osm469603371,19.31,footway,concrete,,,,
osm469603366,osm469603377,13.05,footway,concrete,,,,
osm469603377,osm469603366,13.05,footway,concrete,,,,
osm469603377,osm469603378,6.18,footway,concrete,,,,
osm469603378,osm469603377,6.18,footway,concrete,,,,
osm469603378,osm469603367,6.56,footway,concrete,,,,
osm469603367,osm469603378,6.56,footway,concrete,,,,
osm469603386,osm469603390,23.82,footway,concrete,,,,
osm469603390,osm469603386,23.82,footway,concrete,,,,
osm469603390,osm469603396,18.41,footway,concrete,,,,
osm469603396,osm469603390,18.41,footway,concrete,,,,
osm469603396,osm469603415,3.02,footway,concrete,,,,
osm469603415,osm469603396,3.02,footway,concrete,,,,
osm469603398,osm469603400,8.97,footway,concrete,,,,
osm469603400,osm469603398,8.97,footway,concrete,,,,
osm469603400,osm469603402,13.76,footway,concrete,,,,
osm469603402,osm469603400,13.76,footway,concrete,,,,
osm469603402,osm9112761834,1.94,footway,concrete,,,,
osm9112761834,osm469603402,1.94,footway,concrete,,,,
osm469603405,osm469603402,40.99,footway,concrete,,,,
osm469603402,osm469603405,40.99,footway,concrete,,,,
osm469603419,osm469603397,6.75,steps,concrete,down,,,
osm469603397,osm469603419,6.75,steps,concrete,down,,,
osm469603417,osm469603418,5.18,steps,concrete,down,,,
osm469603418,osm469603417,5.18,steps,concrete,down,,,
osm469603418,osm469603419,4.81,footway,concrete,,,,
osm469603419,osm469603418,4.81,footway,concrete,,,,
osm469603415,osm469603416,6.44,steps,concrete,down,,,
osm469603416,osm469603415,6.44,steps,concrete,down,,,
osm469603416,osm469603400,5.67,footway,paving_stones,,,,
osm469603400,osm469603416,5.67,footway,paving_stones,,,,
osm469603400,osm469603417,7.62,footway,paving_stones,,,,
osm469603417,osm469603400,7.62,footway,paving_stones,,,,
osm1178747983,osm1178747992,11.39,primary,asphalt,,,35 mph,University Avenue
osm482804873,osm482804878,271.38,primary,,,,35 mph,Campus Drive
osm482804879,osm482804873,32.53,primary,,,,35 mph,Campus Drive
osm482804878,osm482804880,17.02,primary,,,,35 mph,Campus Drive
osm482804881,osm340003672,19.39,primary,asphalt,,,35 mph,Campus Drive
osm482804882,osm482804886,32.44,primary,,,,35 mph,Campus Drive
osm482804886,osm340003522,314.45,primary,asphalt,,no,35 mph,Campus Drive
osm469282399,osm488444414,142.54,footway,,,,,E5-C3
osm488444414,osm469282399,142.54,footway,,,,,E5-C3
osm488444421,osm488444414,79.74,footway,gravel,,,,E2-E5
osm488444414,osm488444421,79.74,footway,gravel,,,,E2-E5
osm1999072734,osm488444414,604.11,footway,dirt,,,,E5-E8
osm488444414,osm1999072734,604.11,footway,dirt,,,,E5-E8
osm1999072734,osm469282446,120.52,footway,dirt,,,,E8-D7
osm469282446,osm1999072734,120.52,footway,dirt,,,,E8-D7
osm469282436,osm488444456,145.49,footway,dirt,,,,E6-D8
osm488444456,osm469282436,145.49,footway,dirt,,,,E6-D8
osm512891411,osm5079461701,9.9,residential,asphalt,,left,,Garver Green
osm5079461701,osm512891411,9.9,residential,asphalt,,left,,Garver Green
osm5079461701,osm10837883321,197.95,residential,asphalt,,left,,Garver Green
osm10837883321,osm5079461701,197.95,residential,asphalt,,left,,Garver Green
osm10837883321,osm9168553373,16.14,residential,asphalt,,left,,Garver Green
osm9168553373,osm10837883321,16.14,residential,asphalt,,left,,Garver Green
